,Interval,kWh,sec,Wh,cumul(ms),dates,days
1575424,17776,0.2,17.776,202.52025202520252,39010731263,2024-11-15 07:14:35.004085,15/11/24
1575425,17679,0.2,17.679,203.6314271169184,39010748942,2024-11-15 07:14:52.683085,15/11/24
1575426,17254,0.21,17.254,208.6472701982149,39010766196,2024-11-15 07:15:09.937085,15/11/24
1575427,17249,0.21,17.249,208.7077511739811,39010783445,2024-11-15 07:15:27.186085,15/11/24
1575428,17155,0.21,17.155,209.8513552900029,39010800600,2024-11-15 07:15:44.341085,15/11/24
1575429,17298,0.21,17.298,208.1165452653486,39010817898,2024-11-15 07:16:01.639085,15/11/24
1575430,17388,0.21,17.388,207.0393374741201,39010835286,2024-11-15 07:16:19.027085,15/11/24
1575431,17666,0.2,17.666,203.78127476508547,39010852952,2024-11-15 07:16:36.693085,15/11/24
1575432,17595,0.2,17.595,204.60358056265986,39010870547,2024-11-15 07:16:54.288085,15/11/24
1575433,17837,0.2,17.837,201.82766160228738,39010888384,2024-11-15 07:17:12.125085,15/11/24
1575434,17904,0.2,17.904,201.07238605898124,39010906288,2024-11-15 07:17:30.029085,15/11/24
1575435,17663,0.2,17.663,203.81588631602784,39010923951,2024-11-15 07:17:47.692085,15/11/24
1575436,17727,0.2,17.727,203.0800473853444,39010941678,2024-11-15 07:18:05.419085,15/11/24
1575437,17761,0.2,17.761,202.6912899048477,39010959439,2024-11-15 07:18:23.180085,15/11/24
1575438,17802,0.2,17.802,202.22446916076845,39010977241,2024-11-15 07:18:40.982085,15/11/24
1575439,17962,0.2,17.962,200.42311546598376,39010995203,2024-11-15 07:18:58.944085,15/11/24
1575440,18063,0.2,18.063,199.30244145490784,39011013266,2024-11-15 07:19:17.007085,15/11/24
1575441,18264,0.2,18.264,197.1090670170828,39011031530,2024-11-15 07:19:35.271085,15/11/24
1575442,18090,0.2,18.09,199.00497512437812,39011049620,2024-11-15 07:19:53.361085,15/11/24
1575443,18058,0.2,18.058,199.35762542917266,39011067678,2024-11-15 07:20:11.419085,15/11/24
1575444,17956,0.2,17.956,200.49008687903765,39011085634,2024-11-15 07:20:29.375085,15/11/24
1575445,18200,0.2,18.2,197.8021978021978,39011103834,2024-11-15 07:20:47.575085,15/11/24
1575446,18105,0.2,18.105,198.8400994200497,39011121939,2024-11-15 07:21:05.680085,15/11/24
1575447,18612,0.19,18.612,193.42359767891682,39011140551,2024-11-15 07:21:24.292085,15/11/24
1575448,18703,0.19,18.703,192.48248944019676,39011159254,2024-11-15 07:21:42.995085,15/11/24
1575449,18842,0.19,18.842,191.06251990234583,39011178096,2024-11-15 07:22:01.837085,15/11/24
1575450,18770,0.19,18.77,191.79541822056473,39011196866,2024-11-15 07:22:20.607085,15/11/24
1575451,18620,0.19,18.62,193.3404940923738,39011215486,2024-11-15 07:22:39.227085,15/11/24
1575452,24333,0.15,24.333,147.94723215386512,39011239819,2024-11-15 07:23:03.560085,15/11/24
1575453,28255,0.13,28.255,127.41107768536543,39011268074,2024-11-15 07:23:31.815085,15/11/24
1575454,28446,0.13,28.446,126.55557899177388,39011296520,2024-11-15 07:24:00.261085,15/11/24
1575455,28540,0.13,28.54,126.13875262789068,39011325060,2024-11-15 07:24:28.801085,15/11/24
1575456,28356,0.13,28.356,126.95725772323318,39011353416,2024-11-15 07:24:57.157085,15/11/24
1575457,28119,0.13,28.119,128.02731249333192,39011381535,2024-11-15 07:25:25.276085,15/11/24
1575458,28270,0.13,28.27,127.3434736469756,39011409805,2024-11-15 07:25:53.546085,15/11/24
1575459,28115,0.13,28.115,128.04552729859506,39011437920,2024-11-15 07:26:21.661085,15/11/24
1575460,28261,0.13,28.261,127.38402745833481,39011466181,2024-11-15 07:26:49.922085,15/11/24
1575461,28207,0.13,28.207,127.62789378523061,39011494388,2024-11-15 07:27:18.129085,15/11/24
1575462,27777,0.13,27.777,129.60362890160926,39011522165,2024-11-15 07:27:45.906085,15/11/24
1575463,28019,0.13,28.019,128.48424283521896,39011550184,2024-11-15 07:28:13.925085,15/11/24
1575464,27815,0.13,27.815,129.4265683983462,39011577999,2024-11-15 07:28:41.740085,15/11/24
1575465,26958,0.13,26.958,133.54106387714222,39011604957,2024-11-15 07:29:08.698085,15/11/24
1575466,26916,0.13,26.916,133.74944271065536,39011631873,2024-11-15 07:29:35.614085,15/11/24
1575467,27538,0.13,27.538,130.728447962815,39011659411,2024-11-15 07:30:03.152085,15/11/24
1575468,27520,0.13,27.52,130.8139534883721,39011686931,2024-11-15 07:30:30.672085,15/11/24
1575469,27021,0.13,27.021,133.22971022538027,39011713952,2024-11-15 07:30:57.693085,15/11/24
1575470,27424,0.13,27.424,131.27187864644108,39011741376,2024-11-15 07:31:25.117085,15/11/24
1575471,28163,0.13,28.163,127.82729112665554,39011769539,2024-11-15 07:31:53.280085,15/11/24
1575472,28314,0.13,28.314,127.14558169103624,39011797853,2024-11-15 07:32:21.594085,15/11/24
1575473,28237,0.13,28.237,127.49229734036902,39011826090,2024-11-15 07:32:49.831085,15/11/24
1575474,28326,0.13,28.326,127.09171785638635,39011854416,2024-11-15 07:33:18.157085,15/11/24
1575475,28119,0.13,28.119,128.02731249333192,39011882535,2024-11-15 07:33:46.276085,15/11/24
1575476,28010,0.13,28.01,128.5255265976437,39011910545,2024-11-15 07:34:14.286085,15/11/24
1575477,27975,0.13,27.975,128.686327077748,39011938520,2024-11-15 07:34:42.261085,15/11/24
1575478,28064,0.13,28.064,128.2782212086659,39011966584,2024-11-15 07:35:10.325085,15/11/24
1575479,28089,0.13,28.089,128.16404998397948,39011994673,2024-11-15 07:35:38.414085,15/11/24
1575480,28428,0.13,28.428,126.6357112705783,39012023101,2024-11-15 07:36:06.842085,15/11/24
1575481,28100,0.13,28.1,128.1138790035587,39012051201,2024-11-15 07:36:34.942085,15/11/24
1575482,27960,0.13,27.96,128.75536480686696,39012079161,2024-11-15 07:37:02.902085,15/11/24
1575483,26698,0.13,26.698,134.8415611656304,39012105859,2024-11-15 07:37:29.600085,15/11/24
1575484,27642,0.13,27.642,130.2365964836119,39012133501,2024-11-15 07:37:57.242085,15/11/24
1575485,27504,0.13,27.504,130.89005235602093,39012161005,2024-11-15 07:38:24.746085,15/11/24
1575486,27868,0.13,27.868,129.1804219893785,39012188873,2024-11-15 07:38:52.614085,15/11/24
1575487,28136,0.13,28.136,127.94995735001422,39012217009,2024-11-15 07:39:20.750085,15/11/24
1575488,28368,0.13,28.368,126.90355329949239,39012245377,2024-11-15 07:39:49.118085,15/11/24
1575489,28167,0.13,28.167,127.80913835339227,39012273544,2024-11-15 07:40:17.285085,15/11/24
1575490,28480,0.13,28.48,126.40449438202248,39012302024,2024-11-15 07:40:45.765085,15/11/24
1575491,28307,0.13,28.307,127.17702335111457,39012330331,2024-11-15 07:41:14.072085,15/11/24
1575492,28094,0.13,28.094,128.14124012244608,39012358425,2024-11-15 07:41:42.166085,15/11/24
1575493,28504,0.13,28.504,126.29806342969408,39012386929,2024-11-15 07:42:10.670085,15/11/24
1575494,27814,0.13,27.814,129.43122168692025,39012414743,2024-11-15 07:42:38.484085,15/11/24
1575495,27865,0.13,27.865,129.19432980441414,39012442608,2024-11-15 07:43:06.349085,15/11/24
1575496,27973,0.13,27.973,128.69552783040788,39012470581,2024-11-15 07:43:34.322085,15/11/24
1575497,28495,0.13,28.495,126.33795402702228,39012499076,2024-11-15 07:44:02.817085,15/11/24
1575498,28224,0.13,28.224,127.55102040816327,39012527300,2024-11-15 07:44:31.041085,15/11/24
1575499,27773,0.13,27.773,129.62229503474597,39012555073,2024-11-15 07:44:58.814085,15/11/24
1575500,27962,0.13,27.962,128.7461554967456,39012583035,2024-11-15 07:45:26.776085,15/11/24
1575501,28529,0.13,28.529,126.1873882715833,39012611564,2024-11-15 07:45:55.305085,15/11/24
1575502,28350,0.13,28.35,126.98412698412699,39012639914,2024-11-15 07:46:23.655085,15/11/24
1575503,28320,0.13,28.32,127.11864406779661,39012668234,2024-11-15 07:46:51.975085,15/11/24
1575504,28407,0.13,28.407,126.7293272784877,39012696641,2024-11-15 07:47:20.382085,15/11/24
1575505,28509,0.13,28.509,126.27591286962011,39012725150,2024-11-15 07:47:48.891085,15/11/24
1575506,28706,0.12,28.706,125.40932209294225,39012753856,2024-11-15 07:48:17.597085,15/11/24
1575507,28646,0.12,28.646,125.67199609020457,39012782502,2024-11-15 07:48:46.243085,15/11/24
1575508,28827,0.12,28.827,124.8829222603809,39012811329,2024-11-15 07:49:15.070085,15/11/24
1575509,28876,0.12,28.876,124.6710070646904,39012840205,2024-11-15 07:49:43.946085,15/11/24
1575510,28622,0.12,28.622,125.77737404793515,39012868827,2024-11-15 07:50:12.568085,15/11/24
1575511,28900,0.12,28.9,124.5674740484429,39012897727,2024-11-15 07:50:41.468085,15/11/24
1575512,28687,0.12,28.687,125.49238330951302,39012926414,2024-11-15 07:51:10.155085,15/11/24
1575513,28808,0.12,28.808,124.96528742016106,39012955222,2024-11-15 07:51:38.963085,15/11/24
1575514,28785,0.12,28.785,125.06513809275664,39012984007,2024-11-15 07:52:07.748085,15/11/24
1575515,28671,0.12,28.671,125.56241498378152,39013012678,2024-11-15 07:52:36.419085,15/11/24
1575516,28876,0.12,28.876,124.6710070646904,39013041554,2024-11-15 07:53:05.295085,15/11/24
1575517,28870,0.12,28.87,124.69691721510218,39013070424,2024-11-15 07:53:34.165085,15/11/24
1575518,29021,0.12,29.021,124.0481030977568,39013099445,2024-11-15 07:54:03.186085,15/11/24
1575519,28577,0.12,28.577,125.97543479021591,39013128022,2024-11-15 07:54:31.763085,15/11/24
1575520,28446,0.13,28.446,126.55557899177388,39013156468,2024-11-15 07:55:00.209085,15/11/24
1575521,28481,0.13,28.481,126.40005617780274,39013184949,2024-11-15 07:55:28.690085,15/11/24
1575522,28867,0.12,28.867,124.70987632937263,39013213816,2024-11-15 07:55:57.557085,15/11/24
1575523,28983,0.12,28.983,124.21074422937583,39013242799,2024-11-15 07:56:26.540085,15/11/24
1575524,28977,0.12,28.977,124.2364634020085,39013271776,2024-11-15 07:56:55.517085,15/11/24
1575525,28699,0.12,28.699,125.43991079828565,39013300475,2024-11-15 07:57:24.216085,15/11/24
1575526,28792,0.12,28.792,125.03473186996388,39013329267,2024-11-15 07:57:53.008085,15/11/24
1575527,28769,0.12,28.769,125.13469359379889,39013358036,2024-11-15 07:58:21.777085,15/11/24
1575528,28828,0.12,28.828,124.87859025946996,39013386864,2024-11-15 07:58:50.605085,15/11/24
1575529,28029,0.13,28.029,128.43840308252166,39013414893,2024-11-15 07:59:18.634085,15/11/24
1575530,28194,0.13,28.194,127.68674185997021,39013443087,2024-11-15 07:59:46.828085,15/11/24
1575531,27195,0.13,27.195,132.37727523441808,39013470282,2024-11-15 08:00:14.023085,15/11/24
1575532,26352,0.14,26.352,136.6120218579235,39013496634,2024-11-15 08:00:40.375085,15/11/24
1575533,27241,0.13,27.241,132.15373884952828,39013523875,2024-11-15 08:01:07.616085,15/11/24
1575534,26518,0.14,26.518,135.7568444075722,39013550393,2024-11-15 08:01:34.134085,15/11/24
1575535,27364,0.13,27.364,131.5597134921795,39013577757,2024-11-15 08:02:01.498085,15/11/24
1575536,27012,0.13,27.012,133.2741003998223,39013604769,2024-11-15 08:02:28.510085,15/11/24
1575537,26965,0.13,26.965,133.5063971815316,39013631734,2024-11-15 08:02:55.475085,15/11/24
1575538,27190,0.13,27.19,132.40161824200072,39013658924,2024-11-15 08:03:22.665085,15/11/24
1575539,27264,0.13,27.264,132.04225352112675,39013686188,2024-11-15 08:03:49.929085,15/11/24
1575540,26122,0.14,26.122,137.81486869305567,39013712310,2024-11-15 08:04:16.051085,15/11/24
1575541,25678,0.14,25.678,140.1978347223304,39013737988,2024-11-15 08:04:41.729085,15/11/24
1575542,25492,0.14,25.492,141.22077514514356,39013763480,2024-11-15 08:05:07.221085,15/11/24
1575543,26125,0.14,26.125,137.79904306220095,39013789605,2024-11-15 08:05:33.346085,15/11/24
1575544,26478,0.14,26.478,135.96193065941537,39013816083,2024-11-15 08:05:59.824085,15/11/24
1575545,27079,0.13,27.079,132.9443480187599,39013843162,2024-11-15 08:06:26.903085,15/11/24
1575546,26693,0.13,26.693,134.86681901622148,39013869855,2024-11-15 08:06:53.596085,15/11/24
1575547,26006,0.14,26.006,138.42959317080673,39013895861,2024-11-15 08:07:19.602085,15/11/24
1575548,26005,0.14,26.005,138.43491636223803,39013921866,2024-11-15 08:07:45.607085,15/11/24
1575549,26128,0.14,26.128,137.78322106552358,39013947994,2024-11-15 08:08:11.735085,15/11/24
1575550,25609,0.14,25.609,140.57557889804366,39013973603,2024-11-15 08:08:37.344085,15/11/24
