,Interval,kWh,sec,Wh,cumul(ms),dates,days
1575145,35108,0.1,35.108,102.54073145721773,39003334700,2024-11-15 05:11:18.441085,15/11/24
1575146,35439,0.1,35.439,101.58300177770253,39003370139,2024-11-15 05:11:53.880085,15/11/24
1575147,34953,0.1,34.953,102.99545103424599,39003405092,2024-11-15 05:12:28.833085,15/11/24
1575148,35427,0.1,35.427,101.61741044965704,39003440519,2024-11-15 05:13:04.260085,15/11/24
1575149,34735,0.1,34.735,103.64185979559522,39003475254,2024-11-15 05:13:38.995085,15/11/24
1575150,35205,0.1,35.205,102.25820195994888,39003510459,2024-11-15 05:14:14.200085,15/11/24
1575151,35637,0.1,35.637,101.01860425961782,39003546096,2024-11-15 05:14:49.837085,15/11/24
1575152,35887,0.1,35.887,100.31487725360158,39003581983,2024-11-15 05:15:25.724085,15/11/24
1575153,36022,0.1,36.022,99.93892621175948,39003618005,2024-11-15 05:16:01.746085,15/11/24
1575154,35847,0.1,35.847,100.42681395932713,39003653852,2024-11-15 05:16:37.593085,15/11/24
1575155,36686,0.1,36.686,98.13007686856021,39003690538,2024-11-15 05:17:14.279085,15/11/24
1575156,37131,0.1,37.131,96.95402763189787,39003727669,2024-11-15 05:17:51.410085,15/11/24
1575157,36984,0.1,36.984,97.3393900064893,39003764653,2024-11-15 05:18:28.394085,15/11/24
1575158,36901,0.1,36.901,97.55833175252704,39003801554,2024-11-15 05:19:05.295085,15/11/24
1575159,36972,0.1,36.972,97.37098344693281,39003838526,2024-11-15 05:19:42.267085,15/11/24
1575160,37116,0.1,37.116,96.99321047526674,39003875642,2024-11-15 05:20:19.383085,15/11/24
1575161,37107,0.1,37.107,97.01673538685424,39003912749,2024-11-15 05:20:56.490085,15/11/24
1575162,37088,0.1,37.088,97.06643658326144,39003949837,2024-11-15 05:21:33.578085,15/11/24
1575163,37080,0.1,37.08,97.0873786407767,39003986917,2024-11-15 05:22:10.658085,15/11/24
1575164,36871,0.1,36.871,97.63770985327221,39004023788,2024-11-15 05:22:47.529085,15/11/24
1575165,36922,0.1,36.922,97.50284383294513,39004060710,2024-11-15 05:23:24.451085,15/11/24
1575166,36513,0.1,36.513,98.59502095144195,39004097223,2024-11-15 05:24:00.964085,15/11/24
1575167,36968,0.1,36.968,97.38151915169877,39004134191,2024-11-15 05:24:37.932085,15/11/24
1575168,36980,0.1,36.98,97.3499188750676,39004171171,2024-11-15 05:25:14.912085,15/11/24
1575169,37098,0.1,37.098,97.0402717127608,39004208269,2024-11-15 05:25:52.010085,15/11/24
1575170,37166,0.1,37.166,96.86272399504924,39004245435,2024-11-15 05:26:29.176085,15/11/24
1575171,36834,0.1,36.834,97.73578758755498,39004282269,2024-11-15 05:27:06.010085,15/11/24
1575172,36672,0.1,36.672,98.16753926701571,39004318941,2024-11-15 05:27:42.682085,15/11/24
1575173,36883,0.1,36.883,97.60594311742537,39004355824,2024-11-15 05:28:19.565085,15/11/24
1575174,37284,0.1,37.284,96.5561635017702,39004393108,2024-11-15 05:28:56.849085,15/11/24
1575175,37147,0.1,37.147,96.91226747785824,39004430255,2024-11-15 05:29:33.996085,15/11/24
1575176,37140,0.1,37.14,96.93053311793214,39004467395,2024-11-15 05:30:11.136085,15/11/24
1575177,37315,0.1,37.315,96.47594801018357,39004504710,2024-11-15 05:30:48.451085,15/11/24
1575178,37013,0.1,37.013,97.263123767325,39004541723,2024-11-15 05:31:25.464085,15/11/24
1575179,37293,0.1,37.293,96.53286139489985,39004579016,2024-11-15 05:32:02.757085,15/11/24
1575180,37260,0.1,37.26,96.61835748792271,39004616276,2024-11-15 05:32:40.017085,15/11/24
1575181,37188,0.1,37.188,96.8054211035818,39004653464,2024-11-15 05:33:17.205085,15/11/24
1575182,37150,0.1,37.15,96.90444145356662,39004690614,2024-11-15 05:33:54.355085,15/11/24
1575183,37138,0.1,37.138,96.93575313694868,39004727752,2024-11-15 05:34:31.493085,15/11/24
1575184,37284,0.1,37.284,96.5561635017702,39004765036,2024-11-15 05:35:08.777085,15/11/24
1575185,37205,0.1,37.205,96.76118801236393,39004802241,2024-11-15 05:35:45.982085,15/11/24
1575186,37120,0.1,37.12,96.98275862068965,39004839361,2024-11-15 05:36:23.102085,15/11/24
1575187,35328,0.1,35.328,101.90217391304348,39004874689,2024-11-15 05:36:58.430085,15/11/24
1575188,34422,0.1,34.422,104.58427749694962,39004909111,2024-11-15 05:37:32.852085,15/11/24
1575189,34987,0.1,34.987,102.89536113413554,39004944098,2024-11-15 05:38:07.839085,15/11/24
1575190,35139,0.1,35.139,102.45026893195595,39004979237,2024-11-15 05:38:42.978085,15/11/24
1575191,35096,0.1,35.096,102.57579211306131,39005014333,2024-11-15 05:39:18.074085,15/11/24
1575192,35369,0.1,35.369,101.78404817778281,39005049702,2024-11-15 05:39:53.443085,15/11/24
1575193,34553,0.1,34.553,104.187769513501,39005084255,2024-11-15 05:40:27.996085,15/11/24
1575194,34793,0.1,34.793,103.46908860977783,39005119048,2024-11-15 05:41:02.789085,15/11/24
1575195,35403,0.1,35.403,101.68629777137531,39005154451,2024-11-15 05:41:38.192085,15/11/24
1575196,35178,0.1,35.178,102.33668770254135,39005189629,2024-11-15 05:42:13.370085,15/11/24
1575197,34905,0.1,34.905,103.13708637730984,39005224534,2024-11-15 05:42:48.275085,15/11/24
1575198,35078,0.1,35.078,102.62842807457666,39005259612,2024-11-15 05:43:23.353085,15/11/24
1575199,35163,0.1,35.163,102.38034297414896,39005294775,2024-11-15 05:43:58.516085,15/11/24
1575200,35331,0.1,35.331,101.89352127027257,39005330106,2024-11-15 05:44:33.847085,15/11/24
1575201,34649,0.1,34.649,103.89910242719847,39005364755,2024-11-15 05:45:08.496085,15/11/24
1575202,34220,0.1,34.22,105.20163646990065,39005398975,2024-11-15 05:45:42.716085,15/11/24
1575203,34885,0.1,34.885,103.19621613874158,39005433860,2024-11-15 05:46:17.601085,15/11/24
1575204,34883,0.1,34.883,103.20213284407878,39005468743,2024-11-15 05:46:52.484085,15/11/24
1575205,36297,0.1,36.297,99.18175055789735,39005505040,2024-11-15 05:47:28.781085,15/11/24
1575206,36556,0.1,36.556,98.4790458474669,39005541596,2024-11-15 05:48:05.337085,15/11/24
1575207,36884,0.1,36.884,97.60329682247045,39005578480,2024-11-15 05:48:42.221085,15/11/24
1575208,36995,0.1,36.995,97.31044735775104,39005615475,2024-11-15 05:49:19.216085,15/11/24
1575209,37187,0.1,37.187,96.80802430957056,39005652662,2024-11-15 05:49:56.403085,15/11/24
1575210,37216,0.1,37.216,96.73258813413585,39005689878,2024-11-15 05:50:33.619085,15/11/24
1575211,37359,0.1,37.359,96.3623223319682,39005727237,2024-11-15 05:51:10.978085,15/11/24
1575212,37424,0.1,37.424,96.19495510902095,39005764661,2024-11-15 05:51:48.402085,15/11/24
1575213,37113,0.1,37.113,97.00105084471748,39005801774,2024-11-15 05:52:25.515085,15/11/24
1575214,37295,0.1,37.295,96.52768467623005,39005839069,2024-11-15 05:53:02.810085,15/11/24
1575215,36858,0.1,36.858,97.6721471593684,39005875927,2024-11-15 05:53:39.668085,15/11/24
1575216,37308,0.1,37.308,96.4940495336121,39005913235,2024-11-15 05:54:16.976085,15/11/24
1575217,37300,0.1,37.3,96.51474530831099,39005950535,2024-11-15 05:54:54.276085,15/11/24
1575218,37119,0.1,37.119,96.98537137315121,39005987654,2024-11-15 05:55:31.395085,15/11/24
1575219,36926,0.1,36.926,97.49228186101934,39006024580,2024-11-15 05:56:08.321085,15/11/24
1575220,37307,0.1,37.307,96.49663602004986,39006061887,2024-11-15 05:56:45.628085,15/11/24
1575221,36582,0.1,36.582,98.40905363293423,39006098469,2024-11-15 05:57:22.210085,15/11/24
1575222,36982,0.1,36.982,97.34465415607593,39006135451,2024-11-15 05:57:59.192085,15/11/24
1575223,27571,0.13,27.571,130.57197780276377,39006163022,2024-11-15 05:58:26.763085,15/11/24
1575224,20642,0.17,20.642,174.4017052611181,39006183664,2024-11-15 05:58:47.405085,15/11/24
1575225,20791,0.17,20.791,173.15184454812177,39006204455,2024-11-15 05:59:08.196085,15/11/24
1575226,20923,0.17,20.923,172.05945610094156,39006225378,2024-11-15 05:59:29.119085,15/11/24
1575227,21044,0.17,21.044,171.07013875689032,39006246422,2024-11-15 05:59:50.163085,15/11/24
1575228,21075,0.17,21.075,170.8185053380783,39006267497,2024-11-15 06:00:11.238085,15/11/24
1575229,20721,0.17,20.721,173.736788765021,39006288218,2024-11-15 06:00:31.959085,15/11/24
1575230,21020,0.17,21.02,171.26546146527116,39006309238,2024-11-15 06:00:52.979085,15/11/24
1575231,21043,0.17,21.043,171.0782683077508,39006330281,2024-11-15 06:01:14.022085,15/11/24
1575232,21264,0.17,21.264,169.3002257336343,39006351545,2024-11-15 06:01:35.286085,15/11/24
1575233,21312,0.17,21.312,168.9189189189189,39006372857,2024-11-15 06:01:56.598085,15/11/24
1575234,21586,0.17,21.586,166.77476141943853,39006394443,2024-11-15 06:02:18.184085,15/11/24
1575235,21544,0.17,21.544,167.09988860007428,39006415987,2024-11-15 06:02:39.728085,15/11/24
1575236,21635,0.17,21.635,166.39704183036747,39006437622,2024-11-15 06:03:01.363085,15/11/24
1575237,21528,0.17,21.528,167.22408026755852,39006459150,2024-11-15 06:03:22.891085,15/11/24
1575238,21554,0.17,21.554,167.0223624385265,39006480704,2024-11-15 06:03:44.445085,15/11/24
1575239,21771,0.17,21.771,165.35758577924761,39006502475,2024-11-15 06:04:06.216085,15/11/24
1575240,21908,0.16,21.908,164.32353478181486,39006524383,2024-11-15 06:04:28.124085,15/11/24
1575241,22075,0.16,22.075,163.08040770101925,39006546458,2024-11-15 06:04:50.199085,15/11/24
1575242,22155,0.16,22.155,162.49153689911984,39006568613,2024-11-15 06:05:12.354085,15/11/24
1575243,22048,0.16,22.048,163.2801161103048,39006590661,2024-11-15 06:05:34.402085,15/11/24
1575244,21902,0.16,21.902,164.36855081727697,39006612563,2024-11-15 06:05:56.304085,15/11/24
1575245,21730,0.17,21.73,165.66958122411413,39006634293,2024-11-15 06:06:18.034085,15/11/24
1575246,21973,0.16,21.973,163.83743685432123,39006656266,2024-11-15 06:06:40.007085,15/11/24
1575247,21557,0.17,21.557,166.99911861576285,39006677823,2024-11-15 06:07:01.564085,15/11/24
1575248,21435,0.17,21.435,167.94961511546535,39006699258,2024-11-15 06:07:22.999085,15/11/24
1575249,21605,0.17,21.605,166.628095348299,39006720863,2024-11-15 06:07:44.604085,15/11/24
1575250,21666,0.17,21.666,166.1589587371919,39006742529,2024-11-15 06:08:06.270085,15/11/24
1575251,21823,0.16,21.823,164.963570544838,39006764352,2024-11-15 06:08:28.093085,15/11/24
1575252,21797,0.17,21.797,165.1603431664908,39006786149,2024-11-15 06:08:49.890085,15/11/24
1575253,21777,0.17,21.777,165.31202644992422,39006807926,2024-11-15 06:09:11.667085,15/11/24
1575254,29307,0.12,29.307,122.83754734363804,39006837233,2024-11-15 06:09:40.974085,15/11/24
1575255,34356,0.1,34.356,104.78519035976248,39006871589,2024-11-15 06:10:15.330085,15/11/24
1575256,34934,0.1,34.934,103.0514684834259,39006906523,2024-11-15 06:10:50.264085,15/11/24
1575257,35268,0.1,35.268,102.07553589656345,39006941791,2024-11-15 06:11:25.532085,15/11/24
1575258,35289,0.1,35.289,102.014792144861,39006977080,2024-11-15 06:12:00.821085,15/11/24
1575259,34674,0.1,34.674,103.82419103651151,39007011754,2024-11-15 06:12:35.495085,15/11/24
1575260,35207,0.1,35.207,102.25239299003039,39007046961,2024-11-15 06:13:10.702085,15/11/24
1575261,35202,0.1,35.202,102.26691665246292,39007082163,2024-11-15 06:13:45.904085,15/11/24
1575262,35426,0.1,35.426,101.62027889120985,39007117589,2024-11-15 06:14:21.330085,15/11/24
1575263,35529,0.1,35.529,101.32567761546905,39007153118,2024-11-15 06:14:56.859085,15/11/24
1575264,36050,0.1,36.05,99.86130374479889,39007189168,2024-11-15 06:15:32.909085,15/11/24
1575265,35943,0.1,35.943,100.15858442534012,39007225111,2024-11-15 06:16:08.852085,15/11/24
1575266,35622,0.1,35.622,101.0611419909045,39007260733,2024-11-15 06:16:44.474085,15/11/24
1575267,36894,0.1,36.894,97.57684176288828,39007297627,2024-11-15 06:17:21.368085,15/11/24
1575268,36907,0.1,36.907,97.54247161785027,39007334534,2024-11-15 06:17:58.275085,15/11/24
1575269,36456,0.1,36.456,98.74917709019091,39007370990,2024-11-15 06:18:34.731085,15/11/24
1575270,36801,0.1,36.801,97.82342871117633,39007407791,2024-11-15 06:19:11.532085,15/11/24
1575271,36906,0.1,36.906,97.54511461550968,39007444697,2024-11-15 06:19:48.438085,15/11/24
1575272,37202,0.1,37.202,96.76899091446697,39007481899,2024-11-15 06:20:25.640085,15/11/24
1575273,37154,0.1,37.154,96.89400872046079,39007519053,2024-11-15 06:21:02.794085,15/11/24
1575274,37160,0.1,37.16,96.8783638320775,39007556213,2024-11-15 06:21:39.954085,15/11/24
1575275,36967,0.1,36.967,97.38415343414397,39007593180,2024-11-15 06:22:16.921085,15/11/24
1575276,37118,0.1,37.118,96.98798426639367,39007630298,2024-11-15 06:22:54.039085,15/11/24
1575277,36916,0.1,36.916,97.51869108245747,39007667214,2024-11-15 06:23:30.955085,15/11/24
1575278,36896,0.1,36.896,97.57155247181267,39007704110,2024-11-15 06:24:07.851085,15/11/24
1575279,37189,0.1,37.189,96.80281803759176,39007741299,2024-11-15 06:24:45.040085,15/11/24
1575280,36811,0.1,36.811,97.79685420118986,39007778110,2024-11-15 06:25:21.851085,15/11/24
1575281,37194,0.1,37.194,96.78980480722697,39007815304,2024-11-15 06:25:59.045085,15/11/24
1575282,37109,0.1,37.109,97.01150664259345,39007852413,2024-11-15 06:26:36.154085,15/11/24
1575283,37073,0.1,37.073,97.10571035524505,39007889486,2024-11-15 06:27:13.227085,15/11/24
1575284,35864,0.1,35.864,100.3792103502119,39007925350,2024-11-15 06:27:49.091085,15/11/24
1575285,35054,0.1,35.054,102.69869344440006,39007960404,2024-11-15 06:28:24.145085,15/11/24
1575286,35897,0.1,35.897,100.28693205560353,39007996301,2024-11-15 06:29:00.042085,15/11/24
1575287,35961,0.1,35.961,100.10845082172354,39008032262,2024-11-15 06:29:36.003085,15/11/24
1575288,36158,0.1,36.158,99.56302892859118,39008068420,2024-11-15 06:30:12.161085,15/11/24
1575289,36321,0.1,36.321,99.11621376063434,39008104741,2024-11-15 06:30:48.482085,15/11/24
1575290,35948,0.1,35.948,100.14465338822744,39008140689,2024-11-15 06:31:24.430085,15/11/24
1575291,35967,0.1,35.967,100.09175077154057,39008176656,2024-11-15 06:32:00.397085,15/11/24
1575292,36284,0.1,36.284,99.21728585602469,39008212940,2024-11-15 06:32:36.681085,15/11/24
1575293,36529,0.1,36.529,98.5518355279367,39008249469,2024-11-15 06:33:13.210085,15/11/24
1575294,36745,0.1,36.745,97.97251326711117,39008286214,2024-11-15 06:33:49.955085,15/11/24
1575295,36074,0.1,36.074,99.79486610855464,39008322288,2024-11-15 06:34:26.029085,15/11/24
1575296,36724,0.1,36.724,98.02853719638384,39008359012,2024-11-15 06:35:02.753085,15/11/24
1575297,36885,0.1,36.885,97.60065067100447,39008395897,2024-11-15 06:35:39.638085,15/11/24
1575298,36792,0.1,36.792,97.84735812133073,39008432689,2024-11-15 06:36:16.430085,15/11/24
1575299,35511,0.1,35.511,101.37703810087015,39008468200,2024-11-15 06:36:51.941085,15/11/24
1575300,34092,0.1,34.092,105.59662090813094,39008502292,2024-11-15 06:37:26.033085,15/11/24
1575301,34606,0.1,34.606,104.02820320175692,39008536898,2024-11-15 06:38:00.639085,15/11/24
1575302,34421,0.1,34.421,104.587315882746,39008571319,2024-11-15 06:38:35.060085,15/11/24
1575303,34464,0.1,34.464,104.45682451253482,39008605783,2024-11-15 06:39:09.524085,15/11/24
1575304,33963,0.1,33.963,105.99770338309337,39008639746,2024-11-15 06:39:43.487085,15/11/24
1575305,34235,0.1,34.235,105.15554257338981,39008673981,2024-11-15 06:40:17.722085,15/11/24
1575306,34649,0.1,34.649,103.89910242719847,39008708630,2024-11-15 06:40:52.371085,15/11/24
1575307,34284,0.1,34.284,105.00525026251313,39008742914,2024-11-15 06:41:26.655085,15/11/24
1575308,34511,0.1,34.511,104.31456637014286,39008777425,2024-11-15 06:42:01.166085,15/11/24
1575309,33885,0.11,33.885,106.24169986719788,39008811310,2024-11-15 06:42:35.051085,15/11/24
1575310,34343,0.1,34.343,104.8248551378738,39008845653,2024-11-15 06:43:09.394085,15/11/24
1575311,34220,0.1,34.22,105.20163646990065,39008879873,2024-11-15 06:43:43.614085,15/11/24
1575312,34700,0.1,34.7,103.74639769452449,39008914573,2024-11-15 06:44:18.314085,15/11/24
1575313,34433,0.1,34.433,104.55086690093805,39008949006,2024-11-15 06:44:52.747085,15/11/24
1575314,34734,0.1,34.734,103.64484366902747,39008983740,2024-11-15 06:45:27.481085,15/11/24
1575315,34881,0.1,34.881,103.20805022791778,39009018621,2024-11-15 06:46:02.362085,15/11/24
1575316,34194,0.1,34.194,105.28162835585191,39009052815,2024-11-15 06:46:36.556085,15/11/24
1575317,34795,0.1,34.795,103.46314125592758,39009087610,2024-11-15 06:47:11.351085,15/11/24
1575318,35895,0.1,35.895,100.29251984956122,39009123505,2024-11-15 06:47:47.246085,15/11/24
1575319,35954,0.1,35.954,100.12794125827446,39009159459,2024-11-15 06:48:23.200085,15/11/24
1575320,36866,0.1,36.866,97.65095209678294,39009196325,2024-11-15 06:49:00.066085,15/11/24
1575321,36867,0.1,36.867,97.6483033607291,39009233192,2024-11-15 06:49:36.933085,15/11/24
1575322,36951,0.1,36.951,97.42632134448323,39009270143,2024-11-15 06:50:13.884085,15/11/24
1575323,36095,0.1,36.095,99.73680565175232,39009306238,2024-11-15 06:50:49.979085,15/11/24
1575324,35216,0.1,35.216,102.22626079054974,39009341454,2024-11-15 06:51:25.195085,15/11/24
1575325,35261,0.1,35.261,102.09579989223221,39009376715,2024-11-15 06:52:00.456085,15/11/24
1575326,34949,0.1,34.949,103.00723911986037,39009411664,2024-11-15 06:52:35.405085,15/11/24
1575327,34965,0.1,34.965,102.96010296010296,39009446629,2024-11-15 06:53:10.370085,15/11/24
1575328,34943,0.1,34.943,103.02492630855966,39009481572,2024-11-15 06:53:45.313085,15/11/24
1575329,34675,0.1,34.675,103.82119682768565,39009516247,2024-11-15 06:54:19.988085,15/11/24
1575330,15942,0.22,15.942,225.8185923974407,39009532189,2024-11-15 06:54:35.930085,15/11/24
1575331,1593,2.26,1.593,2259.8870056497176,39009533782,2024-11-15 06:54:37.523085,15/11/24
1575332,1586,2.27,1.586,2269.861286254729,39009535368,2024-11-15 06:54:39.109085,15/11/24
1575333,1596,2.26,1.596,2255.6390977443607,39009536964,2024-11-15 06:54:40.705085,15/11/24
1575334,1599,2.25,1.599,2251.40712945591,39009538563,2024-11-15 06:54:42.304085,15/11/24
1575335,1600,2.25,1.6,2250.0,39009540163,2024-11-15 06:54:43.904085,15/11/24
1575336,1605,2.24,1.605,2242.9906542056074,39009541768,2024-11-15 06:54:45.509085,15/11/24
1575337,1611,2.23,1.611,2234.63687150838,39009543379,2024-11-15 06:54:47.120085,15/11/24
1575338,1610,2.24,1.61,2236.0248447204967,39009544989,2024-11-15 06:54:48.730085,15/11/24
1575339,1611,2.23,1.611,2234.63687150838,39009546600,2024-11-15 06:54:50.341085,15/11/24
1575340,1604,2.24,1.604,2244.3890274314213,39009548204,2024-11-15 06:54:51.945085,15/11/24
1575341,1611,2.23,1.611,2234.63687150838,39009549815,2024-11-15 06:54:53.556085,15/11/24
1575342,1606,2.24,1.606,2241.5940224159403,39009551421,2024-11-15 06:54:55.162085,15/11/24
1575343,1606,2.24,1.606,2241.5940224159403,39009553027,2024-11-15 06:54:56.768085,15/11/24
1575344,1609,2.24,1.609,2237.414543194531,39009554636,2024-11-15 06:54:58.377085,15/11/24
1575345,1609,2.24,1.609,2237.414543194531,39009556245,2024-11-15 06:54:59.986085,15/11/24
1575346,1603,2.24,1.603,2245.789145352464,39009557848,2024-11-15 06:55:01.589085,15/11/24
1575347,1605,2.24,1.605,2242.9906542056074,39009559453,2024-11-15 06:55:03.194085,15/11/24
1575348,1608,2.24,1.608,2238.805970149254,39009561061,2024-11-15 06:55:04.802085,15/11/24
1575349,1610,2.24,1.61,2236.0248447204967,39009562671,2024-11-15 06:55:06.412085,15/11/24
1575350,1612,2.23,1.612,2233.2506203473945,39009564283,2024-11-15 06:55:08.024085,15/11/24
1575351,1612,2.23,1.612,2233.2506203473945,39009565895,2024-11-15 06:55:09.636085,15/11/24
1575352,1608,2.24,1.608,2238.805970149254,39009567503,2024-11-15 06:55:11.244085,15/11/24
1575353,1614,2.23,1.614,2230.4832713754645,39009569117,2024-11-15 06:55:12.858085,15/11/24
1575354,1616,2.23,1.616,2227.7227722772277,39009570733,2024-11-15 06:55:14.474085,15/11/24
1575355,1614,2.23,1.614,2230.4832713754645,39009572347,2024-11-15 06:55:16.088085,15/11/24
1575356,1617,2.23,1.617,2226.3450834879404,39009573964,2024-11-15 06:55:17.705085,15/11/24
1575357,1615,2.23,1.615,2229.1021671826625,39009575579,2024-11-15 06:55:19.320085,15/11/24
1575358,1617,2.23,1.617,2226.3450834879404,39009577196,2024-11-15 06:55:20.937085,15/11/24
1575359,1619,2.22,1.619,2223.5948116121062,39009578815,2024-11-15 06:55:22.556085,15/11/24
1575360,1621,2.22,1.621,2220.8513263417644,39009580436,2024-11-15 06:55:24.177085,15/11/24
1575361,1613,2.23,1.613,2231.866088034718,39009582049,2024-11-15 06:55:25.790085,15/11/24
1575362,1610,2.24,1.61,2236.0248447204967,39009583659,2024-11-15 06:55:27.400085,15/11/24
1575363,1607,2.24,1.607,2240.19912881145,39009585266,2024-11-15 06:55:29.007085,15/11/24
1575364,1610,2.24,1.61,2236.0248447204967,39009586876,2024-11-15 06:55:30.617085,15/11/24
1575365,1610,2.24,1.61,2236.0248447204967,39009588486,2024-11-15 06:55:32.227085,15/11/24
1575366,1611,2.23,1.611,2234.63687150838,39009590097,2024-11-15 06:55:33.838085,15/11/24
1575367,1607,2.24,1.607,2240.19912881145,39009591704,2024-11-15 06:55:35.445085,15/11/24
1575368,1609,2.24,1.609,2237.414543194531,39009593313,2024-11-15 06:55:37.054085,15/11/24
1575369,1605,2.24,1.605,2242.9906542056074,39009594918,2024-11-15 06:55:38.659085,15/11/24
1575370,1613,2.23,1.613,2231.866088034718,39009596531,2024-11-15 06:55:40.272085,15/11/24
1575371,1605,2.24,1.605,2242.9906542056074,39009598136,2024-11-15 06:55:41.877085,15/11/24
1575372,1611,2.23,1.611,2234.63687150838,39009599747,2024-11-15 06:55:43.488085,15/11/24
1575373,1610,2.24,1.61,2236.0248447204967,39009601357,2024-11-15 06:55:45.098085,15/11/24
1575374,1613,2.23,1.613,2231.866088034718,39009602970,2024-11-15 06:55:46.711085,15/11/24
1575375,1611,2.23,1.611,2234.63687150838,39009604581,2024-11-15 06:55:48.322085,15/11/24
1575376,1610,2.24,1.61,2236.0248447204967,39009606191,2024-11-15 06:55:49.932085,15/11/24
1575377,1602,2.25,1.602,2247.191011235955,39009607793,2024-11-15 06:55:51.534085,15/11/24
1575378,1610,2.24,1.61,2236.0248447204967,39009609403,2024-11-15 06:55:53.144085,15/11/24
1575379,1608,2.24,1.608,2238.805970149254,39009611011,2024-11-15 06:55:54.752085,15/11/24
1575380,1634,2.2,1.634,2203.182374541004,39009612645,2024-11-15 06:55:56.386085,15/11/24
1575381,17028,0.21,17.028,211.41649048625794,39009629673,2024-11-15 06:56:13.414085,15/11/24
1575382,28777,0.12,28.777,125.09990617507037,39009658450,2024-11-15 06:56:42.191085,15/11/24
1575383,28837,0.12,28.837,124.8396157714048,39009687287,2024-11-15 06:57:11.028085,15/11/24
1575384,28676,0.12,28.676,125.54052169061237,39009715963,2024-11-15 06:57:39.704085,15/11/24
1575385,28748,0.12,28.748,125.2261026854042,39009744711,2024-11-15 06:58:08.452085,15/11/24
1575386,28643,0.12,28.643,125.68515867751283,39009773354,2024-11-15 06:58:37.095085,15/11/24
1575387,29023,0.12,29.023,124.03955483581987,39009802377,2024-11-15 06:59:06.118085,15/11/24
1575388,28977,0.12,28.977,124.2364634020085,39009831354,2024-11-15 06:59:35.095085,15/11/24
1575389,28895,0.12,28.895,124.58902924381381,39009860249,2024-11-15 07:00:03.990085,15/11/24
1575390,28035,0.13,28.035,128.41091492776886,39009888284,2024-11-15 07:00:32.025085,15/11/24
1575391,28389,0.13,28.389,126.80967980555849,39009916673,2024-11-15 07:01:00.414085,15/11/24
1575392,28129,0.13,28.129,127.98179814426393,39009944802,2024-11-15 07:01:28.543085,15/11/24
1575393,27898,0.13,27.898,129.04150835185317,39009972700,2024-11-15 07:01:56.441085,15/11/24
1575394,28122,0.13,28.122,128.01365478984425,39010000822,2024-11-15 07:02:24.563085,15/11/24
1575395,28226,0.13,28.226,127.54198256926239,39010029048,2024-11-15 07:02:52.789085,15/11/24
1575396,28312,0.13,28.312,127.15456343599887,39010057360,2024-11-15 07:03:21.101085,15/11/24
1575397,28195,0.13,28.195,127.6822131583614,39010085555,2024-11-15 07:03:49.296085,15/11/24
1575398,28233,0.13,28.233,127.51036021676761,39010113788,2024-11-15 07:04:17.529085,15/11/24
1575399,28472,0.13,28.472,126.44001123911211,39010142260,2024-11-15 07:04:46.001085,15/11/24
1575400,28268,0.13,28.268,127.35248337342578,39010170528,2024-11-15 07:05:14.269085,15/11/24
1575401,28319,0.13,28.319,127.12313287898584,39010198847,2024-11-15 07:05:42.588085,15/11/24
1575402,28150,0.13,28.15,127.88632326820604,39010226997,2024-11-15 07:06:10.738085,15/11/24
1575403,28334,0.13,28.334,127.05583398037693,39010255331,2024-11-15 07:06:39.072085,15/11/24
1575404,27418,0.13,27.418,131.30060544168066,39010282749,2024-11-15 07:07:06.490085,15/11/24
1575405,27261,0.13,27.261,132.05678441729944,39010310010,2024-11-15 07:07:33.751085,15/11/24
1575406,27412,0.13,27.412,131.3293448124909,39010337422,2024-11-15 07:08:01.163085,15/11/24
1575407,27147,0.13,27.147,132.61133826942205,39010364569,2024-11-15 07:08:28.310085,15/11/24
1575408,27049,0.13,27.049,133.09179636955156,39010391618,2024-11-15 07:08:55.359085,15/11/24
1575409,26881,0.13,26.881,133.92358915218927,39010418499,2024-11-15 07:09:22.240085,15/11/24
1575410,27108,0.13,27.108,132.80212483399734,39010445607,2024-11-15 07:09:49.348085,15/11/24
1575411,26822,0.13,26.822,134.21817910670345,39010472429,2024-11-15 07:10:16.170085,15/11/24
1575412,26561,0.14,26.561,135.53706562252927,39010498990,2024-11-15 07:10:42.731085,15/11/24
1575413,27585,0.13,27.585,130.50570962479608,39010526575,2024-11-15 07:11:10.316085,15/11/24
1575414,27794,0.13,27.794,129.52435777505937,39010554369,2024-11-15 07:11:38.110085,15/11/24
1575415,19277,0.19,19.277,186.7510504746589,39010573646,2024-11-15 07:11:57.387085,15/11/24
1575416,17453,0.21,17.453,206.2682633358162,39010591099,2024-11-15 07:12:14.840085,15/11/24
1575417,17269,0.21,17.269,208.46603740807228,39010608368,2024-11-15 07:12:32.109085,15/11/24
1575418,17485,0.2,17.485,205.89076351158135,39010625853,2024-11-15 07:12:49.594085,15/11/24
1575419,17557,0.2,17.557,205.0464202312468,39010643410,2024-11-15 07:13:07.151085,15/11/24
1575420,17562,0.2,17.562,204.98804236419542,39010660972,2024-11-15 07:13:24.713085,15/11/24
1575421,17605,0.2,17.605,204.48736154501563,39010678577,2024-11-15 07:13:42.318085,15/11/24
1575422,17651,0.2,17.651,203.95445017279474,39010696228,2024-11-15 07:13:59.969085,15/11/24
1575423,17259,0.21,17.259,208.58682426560057,39010713487,2024-11-15 07:14:17.228085,15/11/24
